address,name,chainId
0xA8e351C7Ab1b75A2134A418701919c462932DF79,ProtocolV3Ethereum CONFIG_ENGINE,1
0xd7852E139a7097E119623de0751AE53a61efb442,ProtocolV3Ethereum DEBT_SWAP_ADAPTER,1
0xf6fAb4510DF36E263F2b451054f427c6C128b41D,ProtocolV3Ethereum DEFAULT_A_TOKEN_IMPL_REV_1,1
0xD1AC9db961bF41E52847DE85E811c26c63f59bB6,ProtocolV3Ethereum DEFAULT_INCENTIVES_CONTROLLER,1
0xaCC554dd20DEBcdA9d5633a0a664957860eBF3cF,ProtocolV3Ethereum DEFAULT_VARIABLE_DEBT_TOKEN_IMPL_REV_1,1
0xc4D386d294f9b08AF4DC102a6E43dDd3Dd566df8,ProtocolV3Ethereum DELEGATION_AWARE_A_TOKEN_IMPL_REV_1,1
0x71cE5b1e07483cc59FFA329828dec8a98a3d2E1D,ProtocolV3Ethereum EMISSION_MANAGER,1
0x2eE68ACb6A1319de1b49DC139894644E424fefD6,ProtocolV3Ethereum FREEZING_STEWARD,1
0xE27E5C9102922b41E3fF2541012f41BED7A2F16a,ProtocolV3Ethereum ORACLE,1
0x5aebD160b702fb4efbaDcedf55673a96366fa594,ProtocolV3Ethereum POOL,1
0x7c8D27Bc0581033DdC33D26470B212Ee20c5327b,ProtocolV3Ethereum POOL_ADDRESSES_PROVIDER,1
0xC172E77E96E06b7243f62996D218A9e0b013a478,ProtocolV3Ethereum POOL_ADDRESSES_PROVIDER_REGISTRY,1
0xd1a7c962B1ec936ed37d6065142AFf78e24978bE,ProtocolV3Ethereum POOL_CONFIGURATOR,1
0x61b3506fAe8726d8de1890abD2b6abB3006A2013,ProtocolV3Ethereum POOL_CONFIGURATOR_IMPL,1
0xdD666Dbcb0635E06806C6C19Fc9442cb0F202308,ProtocolV3Ethereum POOL_IMPL,1
0xa7aD3209558042AE0E2D8ec326c7D24b3c13FeA7,ProtocolV3Ethereum REPAY_WITH_COLLATERAL_ADAPTER,1
0x7C7143f4bE189928A6a98D8686c5e84c893c59c7,ProtocolV3Ethereum RISK_STEWARD,1
0x411D79b8cC43384FDE66CaBf9b6a17180c842511,ProtocolV3Ethereum STATIC_A_TOKEN_FACTORY,1
0xad150b97be2E19FCae53f98938eEEFb2B400be00,ProtocolV3Ethereum SWAP_COLLATERAL_ADAPTER,1
0x8D43bd5be0eFA0496F5C797ee2196b5C791717e0,ProtocolV3Ethereum UI_INCENTIVE_DATA_PROVIDER,1
0x36F9bc47E06Cd4eEAD1E740c0c44E74895a459D5,ProtocolV3Ethereum UI_POOL_DATA_PROVIDER,1
0x4Fdb06226d0F39000CC6D4c2A8cdFbD1513b8B94,ProtocolV3Ethereum WALLET_BALANCE_PROVIDER,1
0xf6311E010C17e10f1258E5e67346d9f615D467f1,ProtocolV3Ethereum WETH_GATEWAY,1
0xbd546A644409e9259C489Dae318A5F3291CB1567,ProtocolV3Ethereum WITHDRAW_SWAP_ADAPTER,1
0xcabb46FfB38c93348Df16558DF156e9f68F9F7F1,GovernanceV3BNB CL_EMERGENCY_ORACLE,56
0x9d33ee6543C9b2C8c183b8fb58fB089266cffA19,GovernanceV3BNB CROSS_CHAIN_CONTROLLER,56
0x9390B1735def18560c509E2d0bc090E9d6BA257a,GovernanceV3BNB EXECUTOR_LVL_1,56
0x1A0581dd5C7C3DA4Ba1CDa7e0BcA7286afc4973b,GovernanceV3BNB GOVERNANCE_GUARDIAN,56
0xe4FB5e3F506BE0095f38004f993D16fdA8224383,GovernanceV3BNB GRANULAR_GUARDIAN,56
0xE5EF2Dd06755A97e975f7E282f828224F2C3e627,GovernanceV3BNB PAYLOADS_CONTROLLER,56
0xE3B770Dc4ae3f8bECaB3Ed12dE692c741603e16A,GovernanceV3BNB PC_DATA_HELPER,56
0x51Bd3d6011Dd0BD88Ee1bEA1a67be799A6A09D79,MiscBNB AAVE_CL_ROBOT_OPERATOR,56
0x3b56998Ec06477704622ca8e2eA1b4db134cec32,MiscBNB CREATE_3_FACTORY,56
0xAe940e61E9863178b71500c9B5faE2a04Da361a1,MiscBNB PARASWAP_FEE_CLAIMER,56
0xCb45E82419baeBCC9bA8b1e5c7858e48A3B26Ea6,MiscBNB PROTOCOL_GUARDIAN,56
0x39EBFfc7679c62Dfcc4A3E2c09Bcb0be255Ae63c,MiscBNB PROXY_ADMIN,56
0x47aAdaAE1F05C978E6aBb7568d11B7F6e0FC4d6A,MiscBNB TRANSPARENT_PROXY_FACTORY,56
0x5F281bdaD2E6d4af7354054f48609273e874366f,ProtocolSafetyModuleBNB STK_AAVE,56
0xDc33eAA50B8707f791478Cec324e451E20FDa7ed,ProtocolV3BNB AAVE_PROTOCOL_DATA_PROVIDER,56
0x084126414188735846e4f1851cB3d01D829Fa15b,ProtocolV3BNB ACL_ADMIN,56
0xf8e3E5AEcd836372E472781f0f0f9671069E4f1e,ProtocolV3BNB ACL_MANAGER,56
0x1AF3F329e8BE154074D8769D1FFa4eE058B1DBc3,ProtocolV3BNB ASSETS DAI UNDERLYING,56
0x3116a040165CD5D10a58F630594e571E766cc8E4,ProtocolV3BNB ASSETS DAI A_TOKEN,56
0x5C990a434e1D6474aFD41835af80E847a293C2d1,ProtocolV3BNB ASSETS DAI V_TOKEN,56
0x4FCCf8b93441F3a861efFf44382B2200dD76467E,ProtocolV3BNB ASSETS DAI INTEREST_RATE_STRATEGY,56
0x132d3C0B1D2cEa0BC552588063bdBb210FDeecfA,ProtocolV3BNB ASSETS DAI ORACLE,56
0xF8A0BF9cF54Bb92F17374d9e9A321E6a111a51bD,ProtocolV3BNB ASSETS LINK UNDERLYING,56
0xDBF5Aa22233E108a1705697fA93bf0cC8a32AB38,ProtocolV3BNB ASSETS LINK A_TOKEN,56
0xbC390F6983F6E43f3fD3D232b1475d7493fd5a01,ProtocolV3BNB ASSETS LINK V_TOKEN,56
0xaBA569AB96B12F18e556B470277dFd14c24496bF,ProtocolV3BNB ASSETS LINK INTEREST_RATE_STRATEGY,56
0xca236E327F629f9Fc2c30A4E95775EbF0B89fac8,ProtocolV3BNB ASSETS LINK ORACLE,56
0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,ProtocolV3BNB ASSETS USDC UNDERLYING,56
0xBdDF93290Fa22898Ac9fD87858E94760Fb23242d,ProtocolV3BNB ASSETS USDC A_TOKEN,56
0xCD34892d4Ad0c1eCD5952145fBdD1e4c53b10fAc,ProtocolV3BNB ASSETS USDC V_TOKEN,56
0x7373b3472CAA3f465b908c8876de772374728C1E,ProtocolV3BNB ASSETS USDC INTEREST_RATE_STRATEGY,56
0x51597f405303C4377E36123cBc172b13269EA163,ProtocolV3BNB ASSETS USDC ORACLE,56
0x3906cDdfb781f02B21f21BD81ed7Fd8DC37075E1,ProtocolV3BNB ASSETS USDC STATIC_A_TOKEN,56
0x0555E30da8f98308EdB960aa94C0Db47230d2B9c,ProtocolV3BNB ASSETS WBTC UNDERLYING,56
0x302132C7C45FB8f990867E0d0e315B1AE4bd8b15,ProtocolV3BNB ASSETS WBTC A_TOKEN,56
0xd737db32E93a920CF022De34B2Ef4E643684080C,ProtocolV3BNB ASSETS WBTC V_TOKEN,56
0xaBA569AB96B12F18e556B470277dFd14c24496bF,ProtocolV3BNB ASSETS WBTC INTEREST_RATE_STRATEGY,56
0x264990fbd0A4796A3E3d8E37C4d5F87a3aCa5Ebf,ProtocolV3BNB ASSETS WBTC ORACLE,56
0x1D2F0da169ceB9fC7B3144628dB156f3F6c60dBE,ProtocolV3BNB ASSETS XRP UNDERLYING,56
0xc37205b69d4367919973589dCED31555FfF03cb2,ProtocolV3BNB ASSETS XRP A_TOKEN,56
0x47a64351128Ee9db70bdbf248549E5eCcC2E9D8d,ProtocolV3BNB ASSETS XRP V_TOKEN,56
0xF29C644596d4708CAA54a41766BeE63039ef8f4D,ProtocolV3BNB ASSETS XRP INTEREST_RATE_STRATEGY,56
0x93A67D414896A280bF8FFB3b389fE3686E014fda,ProtocolV3BNB ASSETS XRP ORACLE,56
0x55d398326f99059fF775485246999027B3197955,ProtocolV3BNB ASSETS USDT UNDERLYING,56
0xE8a2F7a16Fe345A66E42fe0b5C3cf3d8EA001875,ProtocolV3BNB ASSETS USDT A_TOKEN,56
0x8eFE4dA0cf3c929D0aA13a623f11a164Fe833408,ProtocolV3BNB ASSETS USDT V_TOKEN,56
0x7373b3472CAA3f465b908c8876de772374728C1E,ProtocolV3BNB ASSETS USDT INTEREST_RATE_STRATEGY,56
0xB97Ad0E74fa7d920791E90258A6E2085088b4320,ProtocolV3BNB ASSETS USDT ORACLE,56
0x0471D185cc7Be61E154277cAB2396cD397663da6,ProtocolV3BNB ASSETS USDT STATIC_A_TOKEN,56
0xfb6115445Bff7b52FeB98650C87f44907E58f802,ProtocolV3BNB ASSETS AAVE UNDERLYING,56
0x5FCCaCE44c3e6F6CE16815B1b1D1c9399f0aFF1C,ProtocolV3BNB ASSETS AAVE A_TOKEN,56
0x53c7D555262a85A5a33A8aa5EE0529901c4Bc8a5,ProtocolV3BNB ASSETS AAVE V_TOKEN,56
0xaBA569AB96B12F18e556B470277dFd14c24496bF,ProtocolV3BNB ASSETS AAVE INTEREST_RATE_STRATEGY,56
0xA8357BF572460fC40f4B0aCacbB2a6A61c89f475,ProtocolV3BNB ASSETS AAVE ORACLE,56
0xbA2aE424d960c26247Dd6c32edC70B295c744C43,ProtocolV3BNB ASSETS DOGE UNDERLYING,56
0x4aA9B6f2eAB5015d55Ff5556E389f5a0407C1835,ProtocolV3BNB ASSETS DOGE A_TOKEN,56
0x550499f0d5CAde7D10e6EA898a6D40Bd457ada40,ProtocolV3BNB ASSETS DOGE V_TOKEN,56
0xF29C644596d4708CAA54a41766BeE63039ef8f4D,ProtocolV3BNB ASSETS DOGE INTEREST_RATE_STRATEGY,56
0x3AB0A0d137D4F946fBB19eecc6e92E64660231C8,ProtocolV3BNB ASSETS DOGE ORACLE,56
0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ProtocolV3BNB ASSETS ETH UNDERLYING,56
0xCc52B2db0c021677C7C9A8C4bE0fC184481E1564,ProtocolV3BNB ASSETS ETH A_TOKEN,56
0x998969e2Dc98B8489851B1392b605211AD8C263C,ProtocolV3BNB ASSETS ETH V_TOKEN,56
0xaBA569AB96B12F18e556B470277dFd14c24496bF,ProtocolV3BNB ASSETS ETH INTEREST_RATE_STRATEGY,56
0x9ef1B8c0E4F7dc8bF5719Ea496883DC6401d5b2e,ProtocolV3BNB ASSETS ETH ORACLE,56
0x52077433fB7053D747E2846aD0C18ff5015C368E,ProtocolV3BNB ASSETS ETH STATIC_A_TOKEN,56
0xc5f0f7b66764F6ec8C8Dff7BA683102295E16409,ProtocolV3BNB ASSETS FDUSD UNDERLYING,56
0x23dcb2647c58650f3C00F761c7D31eE98C8ed86E,ProtocolV3BNB ASSETS FDUSD A_TOKEN,56
0x523b3469681fC90d27a2B9365f139fE7FC33DB62,ProtocolV3BNB ASSETS FDUSD V_TOKEN,56
0x7373b3472CAA3f465b908c8876de772374728C1E,ProtocolV3BNB ASSETS FDUSD INTEREST_RATE_STRATEGY,56
0x390180e80058A8499930F0c13963AD3E0d86Bfc9,ProtocolV3BNB ASSETS FDUSD ORACLE,56
0x4d074aAa0821073dA827f7bf6a02cF905b394ed0,ProtocolV3BNB ASSETS FDUSD STATIC_A_TOKEN,56
0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,ProtocolV3BNB ASSETS WBNB UNDERLYING,56
0x2ED671186a86eEF55E7573466a10Da684bA1ca63,ProtocolV3BNB ASSETS WBNB A_TOKEN,56
0xEEbf5807fa2BB6Ed78e507c9c0214d2E8af9e727,ProtocolV3BNB ASSETS WBNB V_TOKEN,56
0xaBA569AB96B12F18e556B470277dFd14c24496bF,ProtocolV3BNB ASSETS WBNB INTEREST_RATE_STRATEGY,56
0x0567F2323251f0Aab15c8dFb1967E4e8A7D42aeE,ProtocolV3BNB ASSETS WBNB ORACLE,56
